cellid,x,y,celltype,nearest_B_id,nearest_B_dist,B_count_within_R,radius
28379,41.5443,48.9103,A,70622,0.0749111,20,1
28380,21.3428,43.894,A,50106,0.100368,22,1
28382,81.5809,89.9302,A,33678,0.146794,23,1
28388,77.8546,74.6594,A,88436,0.297534,22,1
28391,53.1658,8.42692,A,70285,0.257394,16,1
28393,14.478,72.6379,A,45747,0.257695,20,1
28394,62.84,43.3422,A,20515,0.245157,20,1
28396,69.0192,75.4794,A,27094,0.0990334,21,1
28398,64.5171,66.392,A,34355,0.352017,27,1
28401,76.4401,4.59799,A,47406,0.531345,20,1
28403,21.5401,63.7255,A,1533,0.191066,22,1
28407,49.9048,50.8265,A,77734,0.203112,17,1
28410,24.0003,62.8624,A,45442,0.219515,18,1
28413,94.3545,3.38501,A,54340,0.246856,22,1
28425,25.1074,18.2513,A,16047,0.259474,17,1
28431,25.7838,50.9304,A,26883,0.200251,33,1
28432,18.6509,70.5743,A,52306,0.0972757,27,1
28439,54.1837,98.0575,A,28878,0.107962,24,1
28441,16.9446,15.715,A,4433,0.244065,11,1
28450,8.10462,21.7846,A,65724,0.0604573,26,1
28451,28.4646,68.4006,A,22944,0.0968334,25,1
28453,93.8852,81.0575,A,88469,0.0957251,24,1
28459,98.2891,67.3004,A,80915,0.0165168,18,1
28463,98.3508,35.623,A,41268,0.106433,17,1
28466,17.2062,16.7692,A,24648,0.0696086,22,1
28467,21.3636,36.3411,A,14763,0.378617,26,1
28469,99.3833,61.7973,A,5873,0.0588934,20,1
28470,6.33859,21.8527,A,76338,0.270505,22,1
28473,79.2577,58.6786,A,91444,0.0766974,25,1
28475,6.64203,99.1556,A,44629,0.13567,22,1
28476,90.1319,62.3235,A,81574,0.0806383,23,1
28480,90.5804,78.9302,A,39359,0.148785,19,1
28483,74.1333,64.5203,A,42937,0.143017,18,1
28490,62.9603,60.027,A,45560,0.249512,24,1
28496,92.9335,7.05028,A,28339,0.042054,13,1
28508,87.2814,55.1546,A,83384,0.311784,22,1
28511,35.4198,27.6845,A,1087,0.171706,22,1
28526,87.3329,89.7424,A,17172,0.0665765,21,1
28530,93.7491,51.5158,A,45176,0.035345,24,1
28532,37.8463,22.7078,A,33187,0.310682,23,1
28533,43.466,89.5987,A,95394,0.22315,16,1
28534,82.5228,50.1003,A,34917,0.129104,18,1
28548,87.8136,93.8001,A,13777,0.100799,35,1
28551,19.4417,60.1302,A,64066,0.314325,13,1
28554,31.5092,57.3979,A,64246,0.226173,26,1
28556,92.9494,10.5149,A,22040,0.327241,20,1
28557,8.62287,15.0292,A,92307,0.35069,17,1
28560,96.6775,71.697,A,99372,0.283482,19,1
28561,70.5174,22.6756,A,45815,0.147086,20,1
28563,18.1243,10.0567,A,66280,0.243142,26,1
28566,63.4593,47.9589,A,57249,0.162716,27,1
28570,11.9495,68.9083,A,44895,0.207967,22,1
28571,1.44819,13.1022,A,81173,0.128143,17,1
28575,42.1297,36.2723,A,12106,0.112504,22,1
28579,44.0868,60.8249,A,16251,0.404197,25,1
28580,71.7163,22.6934,A,37084,0.393196,26,1
28585,25.5025,53.2615,A,31749,0.0656765,15,1
28586,35.178,67.8696,A,65162,0.154979,17,1
28588,39.1656,95.2021,A,98894,0.338928,22,1
28589,80.4182,16.8509,A,74798,0.148929,20,1
28590,34.5573,23.9897,A,571,0.397769,19,1
28591,57.4579,60.4327,A,13059,0.267117,26,1
28599,96.1664,52.76,A,82256,0.246964,23,1
28601,79.9684,41.9164,A,43881,0.0602337,23,1
28604,17.6408,78.2023,A,44186,0.248467,16,1
28608,47.8636,79.1666,A,85123,0.134221,33,1
28610,69.9918,12.7363,A,27614,0.288468,21,1
28620,74.0828,68.3326,A,45811,0.112453,26,1
28622,72.7465,12.953,A,1891,0.239006,23,1
28631,92.8628,94.78,A,11451,0.255365,17,1
28633,59.3406,32.2763,A,35217,0.345789,15,1
28635,60.5047,43.1525,A,86162,0.0830642,28,1
28636,37.379,94.8856,A,3135,0.286342,22,1
28639,94.4674,2.58618,A,32255,0.226969,23,1
28640,19.4312,47.1052,A,33515,0.0124146,22,1
28643,22.9268,97.397,A,8784,0.461625,21,1
28648,19.9893,31.9492,A,28342,0.170519,29,1
28660,90.0543,55.9866,A,23828,0.0462226,17,1
28667,75.1183,87.9324,A,16994,0.112779,23,1
28672,69.5489,95.3753,A,52338,0.110474,25,1
28675,3.64337,95.2716,A,80869,0.210306,26,1
28677,39.6785,76.5318,A,23735,0.325569,16,1
28678,66.6089,4.73614,A,5452,0.118827,29,1
28683,93.2209,13.6534,A,15402,0.0971639,17,1
28684,44.3971,48.5048,A,14097,0.153052,21,1
28701,14.8053,35.9114,A,57070,0.0695958,22,1
28703,0.0554332,76.8356,A,96071,0.525024,6,1
28704,94.0374,51.3145,A,61702,0.208826,16,1
28711,2.75095,26.7302,A,70301,0.514518,18,1
28712,49.1227,41.1571,A,46437,0.0765764,26,1
28716,22.7656,57.428,A,82471,0.454069,21,1
28717,35.5686,83.8246,A,33238,0.117048,23,1
28719,53.8358,61.289,A,89735,0.145189,20,1
28720,86.5252,5.40108,A,36976,0.197971,17,1
28726,84.7678,25.614,A,65862,0.118452,20,1
28731,99.3587,32.2322,A,67497,0.113001,19,1
28734,62.0677,62.7864,A,31513,0.132369,21,1
28736,99.4604,42.597,A,61392,0.314545,23,1
28738,23.1386,20.5255,A,85865,0.183136,20,1
28739,96.3196,79.9294,A,59297,0.163123,26,1
28740,80.9511,41.9862,A,27815,0.111694,20,1
28742,61.7061,48.8549,A,52549,0.37406,20,1
28744,69.9912,66.6531,A,19497,0.128341,11,1
28745,6.3061,50.0014,A,17370,0.210328,14,1
28752,58.8586,76.6263,A,36256,0.327452,18,1
28753,99.0035,42.5789,A,86750,0.153408,19,1
28754,57.3201,30.5245,A,72295,0.0536316,21,1
28759,45.3405,18.8014,A,14417,0.138456,17,1
28762,91.5181,57.0703,A,64652,0.129487,22,1
28763,37.3656,39.1254,A,52864,0.211742,22,1
28764,5.64345,46.0504,A,93774,0.182295,20,1
28768,69.1314,90.734,A,72051,0.287854,21,1
28769,31.4654,12.7487,A,66325,0.128826,22,1
28772,47.2133,16.6914,A,73712,0.261105,26,1
28774,47.687,50.1377,A,8029,0.0171772,19,1
28783,68.2089,5.91449,A,51736,0.127399,28,1
28786,77.2869,50.4464,A,99263,0.23855,21,1
28788,19.536,28.3861,A,62522,0.197989,18,1
28789,90.0833,86.9212,A,76597,0.266614,21,1
28790,63.7709,39.7192,A,68125,0.216236,20,1
28791,99.7668,55.3588,A,96385,0.0688071,11,1
28795,88.4096,82.6247,A,66608,0.0951503,22,1
28797,3.69187,75.4223,A,39518,0.409541,19,1
28800,71.6477,69.0129,A,85221,0.177652,28,1
28801,78.2842,76.0424,A,43992,0.149572,21,1
28802,32.168,79.7812,A,66324,0.314159,19,1
28805,8.8689,86.849,A,32511,0.363016,20,1
28811,32.4865,41.5504,A,23770,0.131642,29,1
28814,0.197978,93.232,A,91245,0.3361,9,1
28828,57.3923,2.13961,A,44227,0.212316,21,1
28832,2.58103,8.81112,A,79385,0.349608,28,1
28833,78.8111,15.2814,A,44799,0.322741,17,1
28836,77.688,92.4273,A,42997,0.433413,15,1
28840,14.2009,74.7739,A,22717,0.0470872,21,1
28845,12.8287,71.6674,A,58957,0.196788,19,1
28856,53.8166,84.1472,A,39129,0.150172,23,1
28857,55.2164,32.687,A,81581,0.161602,18,1
28858,79.3294,93.1745,A,94901,0.0934693,18,1
28860,23.46,91.3504,A,93229,0.170964,25,1
28861,89.7958,68.183,A,92832,0.102546,15,1
28862,82.9104,99.7443,A,73921,0.0736971,14,1
28866,49.6934,39.1773,A,79915,0.355141,21,1
28867,89.6776,87.7675,A,81162,0.433664,24,1
28869,60.6356,80.7244,A,94265,0.102194,26,1
28875,85.854,49.7239,A,87283,0.447008,25,1
28879,33.9399,23.4119,A,38150,0.272451,22,1
28882,22.3307,32.2882,A,19944,0.185933,29,1
28883,20.2291,87.3109,A,41856,0.126003,14,1
28884,97.0025,43.5681,A,61678,0.127157,27,1
28900,79.2667,20.5688,A,17312,0.136023,17,1
28904,81.0338,58.421,A,77442,0.172743,20,1
28905,53.8822,25.2406,A,63974,0.22306,26,1
28906,4.69569,78.7305,A,43316,0.185807,26,1
28914,67.7393,22.2675,A,86956,0.11663,26,1
28916,55.8347,34.9827,A,97808,0.265189,15,1
28921,50.7649,94.5693,A,74681,0.27487,25,1
28926,13.2901,0.154473,A,8809,0.154919,10,1
28927,56.4216,45.729,A,87835,0.237318,20,1
28935,20.7565,43.6419,A,27158,0.110028,18,1
28944,45.6629,89.7387,A,25242,0.359741,16,1
28945,20.7605,51.0287,A,79090,0.16737,14,1
28946,29.0241,53.9552,A,77764,0.183461,21,1
28951,10.1579,63.4737,A,5893,0.267356,17,1
28952,72.5284,39.3144,A,41918,0.285765,27,1
28955,77.1046,40.5865,A,5466,0.229473,22,1
28956,34.7644,66.6232,A,52816,0.144011,23,1
28958,50.4705,68.6411,A,68437,0.407594,24,1
28961,42.7261,85.5759,A,60316,0.366364,18,1
28963,92.1915,4.8689,A,95789,0.131809,27,1
28966,14.346,46.896,A,12403,0.146403,23,1
28967,24.9735,0.772969,A,38241,0.329693,21,1
28968,55.0365,4.84935,A,28743,0.157122,26,1
28972,14.3618,60.0476,A,19089,0.227562,25,1
28973,78.4793,99.1481,A,93409,0.172444,25,1
28974,56.7789,84.3107,A,65196,0.156663,19,1
28976,91.0296,32.0594,A,29517,0.145543,22,1
28981,42.4209,91.8253,A,62825,0.0887948,27,1
28983,22.5974,19.2945,A,6430,0.151659,19,1
28985,63.7384,22.6934,A,73350,0.171163,32,1
28992,7.35449,8.64036,A,41415,0.100729,19,1
28993,73.3644,89.5646,A,65684,0.260031,16,1
28994,97.197,65.5313,A,50057,0.0472442,33,1
28996,39.5788,5.46151,A,52430,0.231287,24,1
28997,67.491,46.8865,A,17019,0.0719907,17,1
28998,9.31317,15.7218,A,86753,0.336699,18,1
28999,95.9605,39.8296,A,74097,0.0984058,23,1
29000,12.6152,8.6206,A,27818,0.150523,28,1
29001,26.3655,35.7811,A,52293,0.384704,30,1
29005,4.67889,9.88019,A,3928,0.129093,18,1
29012,0.187715,99.7855,A,27884,0.107226,7,1
29013,76.4194,81.2274,A,55172,0.186774,25,1
29018,76.0164,77.3389,A,76698,0.276996,17,1
29029,45.4074,14.6687,A,83932,0.383971,19,1
29031,86.941,30.9092,A,40752,0.0624787,17,1
29038,18.1342,43.7226,A,94930,0.149257,19,1
29039,37.9022,27.6955,A,92450,0.103917,20,1
29047,57.1178,85.1478,A,58857,0.0949804,17,1
29055,65.5734,24.9935,A,7547,0.0299487,21,1
29056,5.46642,60.9271,A,14926,0.0872169,25,1
29057,85.0032,79.1152,A,46577,0.167649,18,1
29059,2.51671,77.978,A,15396,0.168187,29,1
29062,61.5133,91.3663,A,33162,0.143585,18,1
29063,58.8752,55.2237,A,42606,0.31611,23,1
29066,97.9325,38.0906,A,59319,0.199321,21,1
29067,4.31155,25.5613,A,81789,0.359076,20,1
29070,55.641,28.0949,A,59221,0.135336,32,1
29082,39.6029,42.3575,A,43333,0.231341,17,1
29083,7.48584,90.9532,A,69051,0.185631,17,1
29084,65.3651,93.2529,A,86573,0.0794168,21,1
29086,25.6482,88.7507,A,26253,0.4232,19,1
29088,25.8842,84.3407,A,9583,0.254138,14,1
29089,21.705,13.9948,A,44916,0.297924,28,1
29090,75.8455,17.5468,A,74185,0.207186,19,1
29092,7.37444,80.4462,A,83084,0.213462,28,1
29095,97.6761,39.5287,A,12540,0.392909,21,1
29096,73.1693,60.9873,A,13863,0.327164,18,1
29097,97.9761,21.123,A,23172,0.233927,22,1
29099,45.8857,37.6764,A,21068,0.156692,27,1
29103,4.09627,28.0382,A,47427,0.206184,22,1
29104,11.9556,85.9395,A,11465,0.301032,17,1
29108,33.5302,93.9872,A,59772,0.0436565,25,1
29110,4.44097,76.0715,A,46236,0.349812,18,1
29113,71.1808,50.4075,A,73249,0.2216,24,1
29116,89.3761,99.0498,A,79599,0.287327,23,1
29119,66.1805,46.9417,A,48695,0.295984,31,1
29128,11.8804,56.3292,A,90927,0.118499,15,1
29129,52.6387,39.474,A,73103,0.29055,22,1
29133,76.0845,31.8381,A,91872,0.158848,21,1
29136,64.2417,21.6049,A,58323,0.170742,25,1
29141,32.3601,70.7293,A,22018,0.0909721,24,1
29146,23.6372,54.2465,A,92540,0.376293,25,1
29157,33.0764,72.5232,A,88277,0.240023,21,1
29158,60.2437,86.1593,A,96100,0.0803485,20,1
29162,95.0149,0.875073,A,75940,0.00242343,19,1
29163,22.3698,58.9652,A,22837,0.259395,17,1
29166,92.656,65.6479,A,39795,0.0842088,23,1
29171,35.2699,32.8619,A,82524,0.0726253,23,1
29172,68.4278,31.6177,A,99167,0.153672,23,1
29173,59.1281,80.7418,A,81752,0.206834,34,1
29179,80.1569,42.3265,A,21430,0.0877296,21,1
29181,41.9475,66.5454,A,98001,0.325848,24,1
29182,91.2463,55.0801,A,27206,0.0289556,14,1
29187,66.7763,93.6785,A,22609,0.379906,29,1
29189,23.2303,57.3115,A,98585,0.294657,19,1
29190,62.842,0.123087,A,25768,0.0935938,13,1
29194,46.8638,18.8999,A,85043,0.200153,27,1
29197,25.6162,43.311,A,54001,0.294587,16,1
29198,80.8849,8.61698,A,22896,0.0324217,31,1
29199,19.8897,36.1276,A,26912,0.140021,28,1
29200,92.4825,33.3445,A,97646,0.0683597,18,1
29212,66.8232,6.5331,A,22681,0.0952491,26,1
29213,35.3876,2.46286,A,25142,0.0769476,27,1
29214,79.4646,97.8317,A,77351,0.0882989,23,1
29220,5.69391,80.1101,A,20991,0.183012,23,1
29226,20.1534,19.2502,A,70203,0.0689177,28,1
29227,13.1316,74.2368,A,34014,0.186243,23,1
29231,16.2996,69.5802,A,18717,0.197354,21,1
29232,99.91,78.0259,A,97283,0.511474,9,1
29235,5.84587,28.7086,A,91451,0.10894,25,1
29236,4.0468,9.68461,A,30444,0.197205,21,1
29248,58.2483,29.5584,A,11110,0.21483,19,1
29250,82.8044,25.0484,A,85015,0.102392,27,1
29253,99.4464,35.612,A,84947,0.120426,19,1
29254,49.3072,21.5154,A,3720,0.103445,20,1
29269,64.5367,57.0609,A,95773,0.188666,21,1
29270,43.8325,12.4223,A,48976,0.137273,23,1
29272,32.1809,5.99311,A,73513,0.465917,18,1
29273,39.0366,58.8074,A,70813,0.221579,20,1
29278,93.6502,19.8832,A,95297,0.225511,24,1
29283,89.9864,80.9405,A,71626,0.112508,17,1
29285,64.0247,97.8483,A,37480,0.263396,17,1
29287,22.3084,18.7604,A,53027,0.13697,16,1
29295,70.1577,37.6041,A,5511,0.0422881,20,1
29297,55.3872,3.98207,A,28129,0.276725,19,1
29298,64.241,0.192282,A,52901,0.560282,5,1
29302,70.7425,28.729,A,63661,0.0602028,26,1
29311,7.75164,84.7976,A,74768,0.350466,22,1
29313,20.9509,20.593,A,82858,0.136031,23,1
29318,37.0801,65.6195,A,58552,0.29225,21,1
29320,97.5194,49.7005,A,35142,0.131053,27,1
29322,19.8966,91.8488,A,71298,0.146541,23,1
29323,77.2427,42.4233,A,76833,0.13986,21,1
29326,20.5954,35.2762,A,3871,0.0509368,21,1
29333,64.2236,96.8956,A,86144,0.415872,21,1
29334,5.12696,20.3452,A,27186,0.0900222,24,1
29337,4.37579,5.92153,A,85311,0.0757971,21,1
29339,16.1439,77.7152,A,4356,0.0661057,13,1
29340,36.7693,52.493,A,16953,0.343127,21,1
29341,13.9785,12.199,A,61529,0.195846,23,1
29348,22.0277,29.5792,A,77886,0.0718985,24,1
29354,70.7661,66.1827,A,76633,0.204212,14,1
29359,32.0029,88.5387,A,88501,0.222427,16,1
29363,0.712371,45.8374,A,61760,0.0855322,17,1
29364,90.9861,66.8744,A,54429,0.12369,28,1
29369,7.72325,36.3185,A,52270,0.329398,17,1
29373,81.015,4.78522,A,91192,0.162684,24,1
29374,71.5351,1.87857,A,75729,0.101584,17,1
29375,51.8917,96.9079,A,1052,0.175499,17,1
29378,20.2878,3.48768,A,43931,0.199763,18,1
29379,98.0234,51.6392,A,54597,0.121148,28,1
29381,80.2055,20.3226,A,43206,0.571569,15,1
29382,89.6243,66.8216,A,96467,0.380413,17,1
29383,97.9935,73.4353,A,54465,0.237816,26,1
29384,77.8423,81.7381,A,67952,0.0931291,18,1
29386,49.7628,38.0609,A,91348,0.230264,26,1
29391,87.611,24.6328,A,3467,0.207881,25,1
29393,54.8241,99.2838,A,3999,0.415602,26,1
29394,38.0322,87.9238,A,15024,0.255107,24,1
29399,20.9302,97.6375,A,77550,0.170791,21,1
29400,86.1674,51.6023,A,11874,0.229289,23,1
29404,34.9977,75.0236,A,80242,0.200716,23,1
29405,17.2277,36.3803,A,87444,0.226227,23,1
29410,86.1078,95.9231,A,56849,0.226513,24,1
29412,10.1354,1.0484,A,72546,0.211573,21,1
29413,5.71177,11.6326,A,51961,0.145062,24,1
29415,44.2282,35.2509,A,53714,0.148369,23,1
29422,58.4688,1.3474,A,6738,0.325405,24,1
29423,23.6693,91.4013,A,93229,0.185732,22,1
29426,94.6538,2.72998,A,32255,0.0122347,26,1
29430,93.6894,16.3669,A,6870,0.114642,27,1
29442,11.0437,30.3834,A,49785,0.0948853,27,1
29445,67.6502,51.3606,A,33939,0.333647,16,1
29447,66.1866,27.0361,A,10803,0.170162,27,1
29451,21.8711,12.8979,A,1323,0.372688,14,1
29459,35.66,10.1921,A,51050,0.0257665,28,1
29461,17.1273,44.0828,A,43256,0.0409096,22,1
29466,22.2472,14.9426,A,14204,0.119931,32,1
29473,22.5608,98.4561,A,78996,0.112207,28,1
29479,9.71415,58.6773,A,96720,0.150338,22,1
29480,68.4335,31.9149,A,99167,0.28054,22,1
29482,73.8349,26.2848,A,22235,0.3247,18,1
29483,62.7093,60.6656,A,19385,0.225462,21,1
29486,70.8058,91.8103,A,13408,0.20517,28,1
29488,78.6656,94.4256,A,52035,0.168182,28,1
29491,49.1392,83.4927,A,99560,0.249697,14,1
29492,42.8921,42.2072,A,95827,0.208236,23,1
29497,77.4174,93.6251,A,987,0.211773,26,1
29500,26.365,41.6273,A,63620,0.120739,20,1
29501,7.6194,78.3382,A,25958,0.206297,20,1
29513,81.081,2.77331,A,79393,0.242425,25,1
29530,67.9576,66.1487,A,33114,0.219282,18,1
29548,32.297,60.7825,A,3172,0.346634,27,1
29550,72.96,8.63071,A,52550,0.184436,21,1
29553,55.7883,21.3018,A,91807,0.322276,20,1
29555,9.61845,57.9359,A,6636,0.314041,21,1
29556,58.7995,54.1516,A,72366,0.150866,34,1
29557,90.6081,27.0408,A,73039,0.165155,23,1
29562,11.5837,79.1246,A,67377,0.230285,24,1
29570,93.7546,26.5283,A,31024,0.31566,13,1
29571,32.2458,43.4184,A,94021,0.239858,15,1
29572,62.514,61.2066,A,90830,0.334025,17,1
29573,63.8246,29.2971,A,47135,0.290325,24,1
29575,20.2252,67.636,A,60451,0.0706233,20,1
29578,92.9398,87.2792,A,41072,0.226368,21,1
29579,41.7991,23.2903,A,35079,0.240172,32,1
29583,96.7238,24.2178,A,94611,0.202418,20,1
29585,56.8537,19.0836,A,18242,0.140864,20,1
29586,41.7149,21.8315,A,15324,0.12254,38,1
29591,14.3852,99.8525,A,51653,0.211551,11,1
29592,8.20732,17.7181,A,31473,0.257452,16,1
29593,16.3238,48.8283,A,57602,0.250608,15,1
29595,75.6852,23.0668,A,77736,0.222414,21,1
29596,78.9379,55.7315,A,83979,0.150304,20,1
29597,15.1054,82.6917,A,82878,0.166356,28,1
29598,45.0029,32.5841,A,35649,0.19663,26,1
29602,39.7235,35.8663,A,79789,0.0592717,28,1
29606,68.2337,94.4045,A,18196,0.129911,25,1
29608,51.1522,76.9973,A,77157,0.0295,24,1
29612,84.9949,51.7889,A,84750,0.00724644,27,1
29621,19.0717,30.3144,A,95260,0.35099,30,1
29622,66.6187,54.1738,A,87799,0.120272,20,1
29624,4.79474,73.9504,A,25486,0.127261,26,1
29626,78.2108,43.0017,A,54890,0.176736,18,1
29628,90.958,56.2485,A,67945,0.170631,17,1
29629,46.2129,3.38771,A,28732,0.144408,16,1
29633,82.8829,64.0279,A,15920,0.138106,22,1
29635,94.7171,8.10297,A,15869,0.328641,18,1
29638,74.2178,7.49005,A,91122,0.106313,24,1
29639,98.3872,2.71693,A,27720,0.171994,24,1
29641,6.71411,42.2831,A,65628,0.294189,20,1
29643,79.8743,73.5871,A,90155,0.121719,30,1
29645,4.80027,4.20475,A,43389,0.167008,21,1
29648,23.3043,57.0567,A,34660,0.215036,16,1
29650,54.5338,40.0108,A,39564,0.0286174,25,1
29651,49.0867,68.4048,A,52592,0.087341,26,1
29653,94.1801,85.8281,A,74740,0.277421,20,1
29655,68.6337,75.8557,A,17387,0.18177,28,1
29667,13.3604,11.1635,A,22729,0.253115,21,1
29669,76.9957,59.1266,A,19704,0.0923059,19,1
29671,71.9957,85.0782,A,18767,0.241318,30,1
29673,62.2765,77.8307,A,37464,0.286862,10,1
29686,7.5479,37.7582,A,76392,0.0673812,27,1
29688,14.409,24.9275,A,95432,0.177936,21,1
29691,53.9044,18.8772,A,99731,0.0927954,20,1
29696,92.7774,5.69577,A,7724,0.114959,22,1
29702,48.7484,5.48079,A,92852,0.192257,27,1
29715,85.4609,72.3207,A,2349,0.237182,22,1
29718,85.0017,45.1895,A,97611,0.0817434,22,1
29729,82.5892,65.6129,A,14163,0.122485,23,1
29733,21.4417,15.8393,A,44085,0.156925,32,1
29735,49.3658,33.56,A,23482,0.127259,26,1
29737,44.2215,42.5698,A,29150,0.226611,19,1
29738,51.5128,45.6682,A,67975,0.0490801,24,1
29747,59.9862,67.1212,A,48769,0.061777,35,1
29748,40.3762,90.7634,A,577,0.162536,17,1
29751,66.4555,24.6204,A,85333,0.28444,15,1
29753,27.8275,59.0154,A,13668,0.335132,22,1
29754,83.9602,40.1244,A,80548,0.599355,14,1
29756,5.67865,32.8417,A,94529,0.0636954,28,1
29757,68.89,69.548,A,85087,0.343858,21,1
29758,58.4708,69.1705,A,24554,0.134149,21,1
29762,99.8733,94.1544,A,62415,0.448628,16,1
29766,35.3266,75.6163,A,68493,0.116541,16,1
29774,67.8505,54.8044,A,66334,0.127235,16,1
29775,34.3108,6.77137,A,21673,0.175324,30,1
29778,4.78649,52.0505,A,18323,0.273418,22,1
29783,72.3615,22.3489,A,89024,0.148529,22,1
29789,62.8084,98.2741,A,56030,0.296582,27,1
29791,57.4621,77.2087,A,28576,0.214017,19,1
29792,99.9829,17.8337,A,13353,0.0124789,18,1
29799,32.977,67.283,A,87561,0.327823,20,1
29802,25.1064,7.52652,A,70941,0.141407,27,1
29804,24.6879,34.0789,A,16358,0.212153,20,1
29805,91.1401,74.2836,A,46656,0.0871545,17,1
29809,96.0432,8.4746,A,36289,0.272484,28,1
29814,40.5142,50.9743,A,54689,0.368559,23,1
29816,31.4739,76.25,A,48992,0.127384,23,1
29817,72.032,32.87,A,46872,0.0299916,25,1
29821,72.4951,27.8833,A,89097,0.15163,21,1
29825,16.8344,72.4336,A,1684,0.28226,14,1
29826,68.4979,68.6177,A,91031,0.288334,17,1
29828,56.5947,30.5527,A,45769,0.124442,21,1
29831,66.0484,23.485,A,13676,0.255642,16,1
29837,62.3028,70.6051,A,99740,0.325734,22,1
29838,29.2333,70.8056,A,50256,0.128572,21,1
29844,83.311,96.9241,A,42226,0.120936,29,1
29845,86.8153,33.6809,A,95254,0.135426,15,1
29847,95.6414,11.1372,A,34554,0.0268894,31,1
29848,21.1827,3.59174,A,46339,0.0384174,27,1
29853,68.971,51.7089,A,31429,0.179526,21,1
29854,67.3534,33.2489,A,52421,0.244315,14,1
29856,53.2325,95.6748,A,50747,0.0939865,30,1
29861,3.08906,6.1505,A,73636,0.166324,29,1
29865,43.3017,7.25608,A,1508,0.093226,28,1
29866,54.7361,51.5409,A,55620,0.394559,25,1
29867,83.1229,95.3346,A,54346,0.254903,26,1
29870,59.9198,17.754,A,65123,0.284313,27,1
29872,96.129,98.4444,A,92224,0.15442,25,1
29874,86.2235,64.3054,A,63353,0.112551,24,1
29875,82.7241,75.2452,A,80450,0.0888822,29,1
29876,11.3919,61.6326,A,21573,0.0923445,19,1
29879,21.7895,34.8508,A,42808,0.257705,26,1
29880,56.8263,1.64799,A,10652,0.321551,16,1
29886,77.0713,29.9982,A,90576,0.236236,23,1
29888,2.72291,55.1539,A,68236,0.117953,14,1
29892,58.9314,8.31357,A,43568,0.263289,16,1
29894,89.8421,19.593,A,16736,0.294756,27,1
29899,61.4676,18.043,A,87831,0.154903,16,1
29903,38.7009,93.1139,A,35782,0.0951284,22,1
29904,98.4965,64.1476,A,23962,0.134028,19,1
29907,69.4345,22.3929,A,52526,0.0584188,19,1
29908,16.9167,17.1227,A,91643,0.175127,26,1
29910,58.5464,5.40886,A,56415,0.112607,28,1
29913,76.8137,52.971,A,27467,0.193618,27,1
29914,46.2195,72.4803,A,91714,0.143937,30,1
29917,1.95884,81.8936,A,26812,0.225325,22,1
29919,41.3277,47.7236,A,33170,0.176517,26,1
29926,10.3762,68.7851,A,15512,0.229561,25,1
29927,44.9087,8.9542,A,98432,0.227112,25,1
29928,90.7963,83.0181,A,99644,0.0919946,26,1
29937,18.2864,7.5408,A,54839,0.139148,17,1
29939,66.7004,68.4504,A,35849,0.120682,17,1
29942,0.917484,77.0503,A,14110,0.123824,19,1
29944,69.4497,22.9317,A,83241,0.252388,21,1
29959,84.6038,89.7861,A,92837,0.0421412,24,1
29962,12.2339,89.3743,A,97381,0.29411,21,1
29964,4.08925,2.01562,A,17693,0.46348,17,1
29971,96.3192,21.179,A,51236,0.268625,18,1
29979,44.7367,14.6778,A,40154,0.481851,20,1
29980,20.6074,11.2617,A,4124,0.300081,25,1
29986,30.3464,63.1462,A,26441,0.218553,24,1
29987,50.9977,45.757,A,91174,0.176476,27,1
29989,50.0861,95.2185,A,17288,0.142552,22,1
29991,27.8169,24.6101,A,12137,0.0513337,29,1
29993,63.4279,28.051,A,96629,0.120147,26,1
30000,55.4345,9.76701,A,98198,0.180448,19,1
30002,66.0899,41.3699,A,24625,0.210417,22,1
30010,55.1274,72.7231,A,2883,0.121726,18,1
30011,53.6861,57.7708,A,50362,0.243211,22,1
30012,47.3846,19.3596,A,91474,0.11212,23,1
30015,98.8874,60.1113,A,2995,0.103293,23,1
30018,15.9164,13.1874,A,51705,0.203898,22,1
30024,90.7069,72.0307,A,58881,0.108336,21,1
30029,48.464,65.2883,A,79679,0.197929,30,1
30038,86.4208,20.649,A,2732,0.172731,16,1
30039,95.2221,16.9974,A,55419,0.159761,31,1
30041,0.835235,77.2877,A,11195,0.221196,18,1
30042,30.5695,37.0967,A,43397,0.349942,20,1
30046,64.1918,27.648,A,59458,0.333551,16,1
30052,49.5319,96.5201,A,88273,0.249581,21,1
30053,88.6175,61.2206,A,57644,0.200392,22,1
30054,92.2846,97.2431,A,93614,0.186732,22,1
30056,88.815,91.4577,A,53273,0.0461898,30,1
30057,48.2813,21.3177,A,96575,0.0590161,20,1
30059,24.2753,51.5052,A,78449,0.0613732,15,1
30060,20.2054,39.6982,A,40612,0.322466,23,1
30062,12.4288,58.4794,A,47488,0.0358576,22,1
30067,25.3852,48.422,A,48051,0.138348,31,1
30070,9.19803,81.7063,A,48307,0.346843,24,1
30075,38.3426,79.7372,A,6691,0.125583,24,1
30083,83.0219,6.41536,A,10027,0.288166,21,1
30086,86.0566,39.5934,A,71844,0.111326,24,1
30090,49.3608,19.3422,A,14949,0.225502,26,1
30094,53.907,59.6226,A,55555,0.16965,17,1
30099,60.2726,94.8686,A,50309,0.310123,24,1
30100,90.7965,45.6672,A,31490,0.101285,25,1
30103,10.3488,89.0067,A,94482,0.338968,19,1
